"Nr.zrodla","C","Si","S","P","Mg","Mn","Ni","Cu","Mo","Cr","Al","Sn","B","V","Wydzielenia.grafitu","Udzial.wydzielen.grafitu","Srednica.sferoidow","Wielkosc.sferoidow","Nodularity","Udzial.perlitu","Udzial.ferrytu","Rm.as.cast","A5.as.cast","Temperatura.austenityzacji","Czas.austenityzacji","Temperatura.przemiany.izotermicznej","Czas.przemiany.izotermicznej","Rm","R0.2","A5","Twardosc.Brinella","Twardosc.Rockwella","Twardosc.Rockwella.1","Twardosc.Vickersa","Udarnosc.Charpy","Temperatura.pomiaru.udarnosci","Udzial.austenitu","Martensite.volume.fraction.X","Retained.austenite.volume.fraction.X"
42,3.48,3.03,0.027,0.063,0.041,0.33,2.03,1,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,120,1512,NA,2.9,NA,NA,NA,NA,NA,NA,30,NA,NA
42,3.48,3.03,0.027,0.063,0.041,0.33,2.03,1,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,120,1461,NA,3.4,NA,NA,NA,NA,NA,NA,30,NA,NA
42,3.48,3.03,0.027,0.063,0.041,0.33,2.03,1,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,120,1515,NA,3.9,NA,NA,NA,NA,NA,NA,30,NA,NA
42,3.8,2.91,0.035,0.061,0.037,0.32,1.5,0.71,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,120,1475,NA,2,NA,NA,NA,NA,NA,NA,30,NA,NA
42,3.8,2.91,0.035,0.061,0.037,0.32,1.5,0.71,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,120,1499,NA,3.3,NA,NA,NA,NA,NA,NA,30,NA,NA
42,3.8,2.91,0.035,0.061,0.037,0.32,1.5,0.71,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,120,1493,NA,2.5,NA,NA,NA,NA,NA,NA,30,NA,NA
43,3.55,2.43,0.01,0.043,0.07,0.17,1.48,0.85,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,360,90,1065,NA,NA,NA,31.5,NA,NA,NA,NA,30,NA,NA
43,3.68,2.66,0.01,0.035,0.068,0.07,1.67,0.78,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,280,90,1371,NA,NA,NA,42.5,NA,NA,NA,NA,30,NA,NA
44,3.54,2.65,0.019,0.06,0.051,0.26,1.52,0.81,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,380,120,1036,NA,NA,NA,30.9,NA,NA,NA,NA,30,NA,NA
44,3.54,2.65,0.019,0.06,0.051,0.26,1.52,0.81,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,360,120,1075,NA,NA,NA,33.5,NA,NA,NA,NA,30,NA,NA
44,3.54,2.65,0.019,0.06,0.051,0.26,1.52,0.81,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,340,120,1203,NA,NA,NA,38.8,NA,NA,NA,NA,30,NA,NA
44,3.54,2.65,0.019,0.06,0.051,0.26,1.52,0.81,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,320,120,1260,NA,NA,NA,39.5,NA,NA,NA,NA,30,NA,NA
44,3.54,2.65,0.019,0.06,0.051,0.26,1.52,0.81,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,120,1340,NA,NA,NA,40.5,NA,NA,NA,NA,30,NA,NA
44,3.54,2.65,0.019,0.06,0.051,0.26,1.52,0.81,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,280,120,1470,NA,NA,NA,45.1,NA,NA,NA,NA,30,NA,NA
45,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,270,60,1033,805,4.77,NA,32.3,NA,NA,138,21,30,NA,NA
45,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,270,120,1023,823,5.6,NA,33.2,NA,NA,132,21,30,NA,NA
45,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,270,180,1008,818,3.71,NA,33,NA,NA,115,21,30,NA,NA
45,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,300,60,1013,833,3.09,NA,34.1,NA,NA,133,21,30,NA,NA
45,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,300,120,1015,832,3.73,NA,34.7,NA,NA,142,21,30,NA,NA
45,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,300,180,1026,840,3.68,NA,32.4,NA,NA,103,21,30,NA,NA
45,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,325,60,1241,1010,2.23,NA,39.7,NA,NA,108,21,30,NA,19.32
45,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,325,120,1245,1023,2.06,NA,39,NA,NA,89,21,30,NA,NA
45,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,325,180,1281,1041,3.66,NA,39.8,NA,NA,106,21,30,NA,NA
45,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,350,60,1481,1188,1.46,NA,45.9,NA,NA,63,21,30,NA,NA
45,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,350,120,1491,1240,1.27,NA,45.8,NA,NA,53,21,30,NA,30.24
45,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,350,180,1509,1272,1.33,NA,45.3,NA,NA,43,21,30,NA,NA
45,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,375,60,896,885,0.19,NA,49.3,NA,NA,NA,NA,30,NA,NA
45,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,375,120,952,902,0.17,NA,49.1,NA,NA,NA,NA,30,NA,NA
45,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,375,180,1154,805,0.03,NA,50.4,NA,NA,NA,NA,30,NA,NA
45,3.64,2.48,0.009,0.025,0.045,0.16,0.43,0.45,0,0.001,0.001,0.001,0.001,0.001,110,NA,20,NA,90,NA,NA,815,4.27,900,90,300,60,1388,1235,0.56,NA,44.7,NA,NA,57,21,30,NA,NA
45,3.64,2.48,0.009,0.025,0.045,0.16,0.43,0.45,0,0.001,0.001,0.001,0.001,0.001,110,NA,20,NA,90,NA,NA,815,4.27,900,90,300,120,1373,1250,0.4,NA,44.8,NA,NA,76,21,30,NA,NA
45,3.64,2.48,0.009,0.025,0.045,0.16,0.43,0.45,0,0.001,0.001,0.001,0.001,0.001,110,NA,20,NA,90,NA,NA,815,4.27,900,90,300,180,1529,1268,1.69,NA,45.4,NA,NA,64,21,30,NA,23.09
45,3.64,2.48,0.009,0.025,0.045,0.16,0.43,0.45,0,0.001,0.001,0.001,0.001,0.001,110,NA,20,NA,90,NA,NA,815,4.27,900,90,356,60,1089,890,3.33,NA,35.5,NA,NA,112,21,30,NA,NA
45,3.64,2.48,0.009,0.025,0.045,0.16,0.43,0.45,0,0.001,0.001,0.001,0.001,0.001,110,NA,20,NA,90,NA,NA,815,4.27,900,90,356,120,1073,905,2.7,NA,35.8,NA,NA,126,21,30,NA,NA
45,3.64,2.48,0.009,0.025,0.045,0.16,0.43,0.45,0,0.001,0.001,0.001,0.001,0.001,110,NA,20,NA,90,NA,NA,815,4.27,900,90,356,180,1095,913,2.98,NA,36.1,NA,NA,132,21,30,NA,22.41
45,3.56,2.63,0.01,0.025,0.047,0.15,0.45,0.44,0,0.001,0.001,0.001,0.001,0.001,150,NA,17,NA,90,NA,NA,735,4.49,900,90,300,60,1380,1249,0.42,NA,45.3,NA,NA,80,21,30,NA,NA
45,3.56,2.63,0.01,0.025,0.047,0.15,0.45,0.44,0,0.001,0.001,0.001,0.001,0.001,150,NA,17,NA,90,NA,NA,735,4.49,900,90,300,120,1543,1313,1.42,NA,46.2,NA,NA,71,21,30,NA,NA
45,3.56,2.63,0.01,0.025,0.047,0.15,0.45,0.44,0,0.001,0.001,0.001,0.001,0.001,150,NA,17,NA,90,NA,NA,735,4.49,900,90,300,180,1602,1339,2.57,NA,45,NA,NA,76,21,30,NA,21.45
45,3.56,2.63,0.01,0.025,0.047,0.15,0.45,0.44,0,0.001,0.001,0.001,0.001,0.001,150,NA,17,NA,90,NA,NA,735,4.49,900,90,359,60,1125,901,4.42,NA,35.6,NA,NA,120,21,30,NA,NA
45,3.56,2.63,0.01,0.025,0.047,0.15,0.45,0.44,0,0.001,0.001,0.001,0.001,0.001,150,NA,17,NA,90,NA,NA,735,4.49,900,90,359,120,1116,921,3.41,NA,36.2,NA,NA,130,21,30,NA,NA
45,3.56,2.63,0.01,0.025,0.047,0.15,0.45,0.44,0,0.001,0.001,0.001,0.001,0.001,150,NA,17,NA,90,NA,NA,735,4.49,900,90,359,180,1126,924,3.69,NA,36.1,NA,NA,134,21,30,NA,28.42
45,3.58,2.57,0.007,0.048,0.043,0.34,0.45,0.46,0.19,0.001,0.001,0.001,0.001,0.001,200,NA,12,NA,90,NA,NA,785,2.81,900,90,363,60,924,778,1.11,NA,34.4,NA,NA,102,21,30,NA,NA
45,3.58,2.57,0.007,0.048,0.043,0.34,0.45,0.46,0.19,0.001,0.001,0.001,0.001,0.001,200,NA,12,NA,90,NA,NA,785,2.81,900,90,363,120,883,813,0.43,NA,34.3,NA,NA,121,21,30,NA,NA
45,3.58,2.57,0.007,0.048,0.043,0.34,0.45,0.46,0.19,0.001,0.001,0.001,0.001,0.001,200,NA,12,NA,90,NA,NA,785,2.81,900,90,363,180,997,821,1.31,NA,32.9,NA,NA,110,21,30,NA,25.25
45,3.58,2.57,0.007,0.048,0.043,0.34,0.45,0.46,0.19,0.001,0.001,0.001,0.001,0.001,200,NA,12,NA,90,NA,NA,785,2.81,900,90,300,60,1329,1108,0.72,NA,44.8,NA,NA,92,21,30,NA,NA
45,3.58,2.57,0.007,0.048,0.043,0.34,0.45,0.46,0.19,0.001,0.001,0.001,0.001,0.001,200,NA,12,NA,90,NA,NA,785,2.81,900,90,300,120,1197,1181,0.24,NA,44.2,NA,NA,95,21,30,NA,42.89
45,3.58,2.57,0.007,0.048,0.043,0.34,0.45,0.46,0.19,0.001,0.001,0.001,0.001,0.001,200,NA,12,NA,90,NA,NA,785,2.81,900,90,300,180,1359,1195,0.64,NA,44.4,NA,NA,76,21,30,NA,NA
46,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,300,180,1509,1272,1.33,NA,45.3,NA,NA,43,21,30,NA,NA
46,3.58,2.27,0.008,0.038,0.037,0.12,0.46,0.5,0,0.001,0.001,0.001,0.001,0.001,100,NA,25,NA,80,NA,NA,741,4.26,900,120,350,120,1015,832,3.73,NA,34.7,NA,NA,142,21,30,NA,NA
46,3.62,2.48,0.009,0.025,0.045,0.16,0.43,0.45,0,0.001,0.001,0.001,0.001,0.001,110,NA,20,NA,90,NA,NA,815,4.27,900,90,300,180,1529,1268,1.69,NA,45.4,NA,NA,64,21,30,NA,NA
46,3.62,2.48,0.009,0.025,0.045,0.16,0.43,0.45,0,0.001,0.001,0.001,0.001,0.001,110,NA,20,NA,90,NA,NA,815,4.27,900,90,356,180,1095,913,2.98,NA,36.1,NA,NA,132,21,30,NA,NA
46,3.56,2.63,0.01,0.025,0.047,0.15,0.45,0.44,0,0.001,0.001,0.001,0.001,0.001,150,NA,17,NA,90,NA,NA,735,4.49,900,90,300,180,1602,1339,2.57,NA,45,NA,NA,76,21,30,NA,NA
46,3.56,2.63,0.01,0.025,0.047,0.15,0.45,0.44,0,0.001,0.001,0.001,0.001,0.001,150,NA,17,NA,90,NA,NA,735,4.49,900,90,356,180,1126,924,3.69,NA,36.1,NA,NA,134,21,30,NA,NA
46,3.58,2.57,0.007,0.048,0.043,0.34,0.45,0.46,0.19,0.001,0.001,0.001,0.001,0.001,200,NA,12,NA,90,NA,NA,785,2.81,900,90,300,180,1359,1195,0.64,NA,44.4,NA,NA,76,21,30,NA,NA
46,3.58,2.57,0.007,0.048,0.043,0.34,0.45,0.46,0.19,0.001,0.001,0.001,0.001,0.001,200,NA,12,NA,90,NA,NA,785,2.81,900,90,363,120,883,813,0.43,NA,34.3,NA,NA,121,21,30,NA,NA
47,3.4,2.69,0.01,0.02,0.044,0.19,0.73,0.87,0.23,0.04,0.015,0.007,0.001,0.001,200,NA,NA,NA,95,80,20,780,7.1,900,90,250,60,1520,1410,1.8,NA,58,NA,NA,NA,NA,30,NA,NA
47,3.4,2.69,0.01,0.02,0.044,0.19,0.73,0.87,0.23,0.04,0.015,0.007,0.001,0.001,200,NA,NA,NA,95,80,20,780,7.1,900,90,325,90,1263,880,3.9,NA,49,NA,NA,NA,NA,30,NA,NA
47,3.4,2.69,0.01,0.02,0.044,0.19,0.73,0.87,0.23,0.04,0.015,0.007,0.001,0.001,200,NA,NA,NA,95,80,20,780,7.1,900,90,375,90,1075,695,7.1,NA,42,NA,NA,NA,NA,30,NA,NA
47,3.4,2.69,0.01,0.02,0.044,0.19,0.73,0.87,0.23,0.04,0.015,0.007,0.001,0.001,200,NA,NA,NA,95,80,20,780,7.1,900,90,425,60,862,565,9.2,NA,37,NA,NA,NA,NA,30,NA,NA
49,3.45,2.82,0.019,0.032,0.041,0.061,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,37,NA,44,NA,90,NA,NA,NA,NA,930,60,420,30,1104,790,14.7,NA,26,NA,NA,NA,NA,30,NA,29.4
49,3.45,2.82,0.019,0.032,0.041,0.061,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,37,NA,44,NA,90,NA,NA,NA,NA,930,60,420,60,1130,817,10.5,NA,27,NA,NA,NA,NA,30,NA,27.2
49,3.45,2.82,0.019,0.032,0.041,0.061,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,37,NA,44,NA,90,NA,NA,NA,NA,930,60,420,120,1145,835,8.8,NA,29,NA,NA,NA,NA,30,NA,16.8
49,3.45,2.82,0.019,0.032,0.041,0.061,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,37,NA,44,NA,90,NA,NA,NA,NA,930,60,420,180,1194,860,7.8,NA,31,NA,NA,NA,NA,30,NA,2.1
50,3.58,2.52,0.0125,0.031,0.0415,0.2,0.001,0.64,0.001,0.001,0.001,0.001,0.001,0.001,77.5,NA,34.5,NA,75,NA,NA,NA,NA,900,90,300,180,1340,1191,0.97,NA,45,NA,NA,130,21,30,NA,NA
50,3.58,2.52,0.0125,0.031,0.0415,0.2,0.001,0.64,0.001,0.001,0.001,0.001,0.001,0.001,77.5,NA,34.5,NA,75,NA,NA,NA,NA,900,90,360,120,1094,914,3.86,NA,38,NA,NA,146,21,30,NA,NA
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,816,120,260,120,1269,1155,NA,NA,NA,NA,NA,NA,NA,30,NA,12
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,816,120,288,120,1277,1185,NA,NA,NA,NA,NA,NA,NA,30,NA,13.5
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,816,120,302,120,1324,995,NA,NA,NA,NA,NA,NA,NA,30,NA,13
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,816,120,316,120,1208,840,NA,NA,NA,NA,NA,NA,NA,30,NA,16
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,816,120,357,120,800,744,NA,NA,NA,NA,NA,NA,NA,30,NA,30
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,816,120,385,120,706,595,NA,NA,NA,NA,NA,NA,NA,30,NA,28
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,260,120,1082,1104,NA,NA,NA,NA,NA,NA,NA,30,NA,11
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,288,120,1234,1075,NA,NA,NA,NA,NA,NA,NA,30,NA,12
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,302,120,1164,1015,NA,NA,NA,NA,NA,NA,NA,30,NA,16
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,316,120,1048,1039,NA,NA,NA,NA,NA,NA,NA,30,NA,17
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,357,120,777,731,NA,NA,NA,NA,NA,NA,NA,30,NA,34
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,871,120,385,120,738,654,NA,NA,NA,NA,NA,NA,NA,30,NA,40
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,260,120,1082,819,NA,NA,NA,NA,NA,NA,NA,30,NA,20
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,288,120,1234,917,NA,NA,NA,NA,NA,NA,NA,30,NA,17
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,302,120,1164,994,NA,NA,NA,NA,NA,NA,NA,30,NA,19
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,316,120,1048,802,NA,NA,NA,NA,NA,NA,NA,30,NA,26
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,357,120,777,610,NA,NA,NA,NA,NA,NA,NA,30,NA,43
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,385,120,738,558,NA,NA,NA,NA,NA,NA,NA,30,NA,40
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,982,120,260,120,883,681,NA,NA,NA,NA,NA,NA,NA,30,NA,31
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,982,120,288,120,1146,878,NA,NA,NA,NA,NA,NA,NA,30,NA,25.5
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,982,120,302,120,1182,897,NA,NA,NA,NA,NA,NA,NA,30,NA,27
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,982,120,316,120,941,763,NA,NA,NA,NA,NA,NA,NA,30,NA,29
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,982,120,357,120,754,530,NA,NA,NA,NA,NA,NA,NA,30,NA,41
51,3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,982,120,385,120,685,479,NA,NA,NA,NA,NA,NA,NA,30,NA,46
NA,3.56283136710618,2.57719639139486,0.01,0.02,0.0468414710485133,0.28,0.53,0.9,0.001,0.001,0.001,0.001,0.001,0.001,150,NA,NA,4,100,NA,NA,NA,NA,900,120,260,120,1655,1520,2,NA,NA,NA,NA,NA,NA,30,NA,NA
NA,3.56283136710618,2.57719639139486,0.01,0.02,0.0468414710485133,0.28,0.53,0.9,0.001,0.001,0.001,0.001,0.001,0.001,150,NA,NA,4,100,NA,NA,NA,NA,900,120,290,120,1527,1470,2.4,NA,NA,NA,NA,NA,NA,30,NA,NA
NA,3.56283136710618,2.57719639139486,0.01,0.02,0.0468414710485133,0.28,0.53,0.9,0.001,0.001,0.001,0.001,0.001,0.001,150,NA,NA,4,100,NA,NA,NA,NA,900,120,320,90,1290,1200,6.7,NA,NA,NA,NA,NA,NA,30,NA,NA
NA,3.56283136710618,2.57719639139486,0.01,0.02,0.0468414710485133,0.28,0.53,0.9,0.001,0.001,0.001,0.001,0.001,0.001,150,NA,NA,4,100,NA,NA,NA,NA,900,120,360,90,1116,894,9.6,NA,NA,NA,NA,NA,NA,30,NA,NA
NA,3.56283136710618,2.57719639139486,0.01,0.02,0.0468414710485133,0.28,0.53,0.9,0.001,0.001,0.001,0.001,0.001,0.001,150,NA,NA,4,100,NA,NA,NA,NA,900,120,390,90,1097,815,10.8,NA,NA,NA,NA,NA,NA,30,NA,NA
53,3.47,3.07,0.03,0.02,0.0468414710485133,0.22,0.52,0.001,0.01,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,120,NA,NA,NA,350,NA,NA,NA,NA,NA,30,NA,NA
53,3.47,3.07,0.03,0.02,0.0468414710485133,0.22,0.52,0.001,0.01,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,340,120,NA,NA,NA,315,NA,NA,NA,NA,NA,30,NA,NA
53,3.47,3.07,0.03,0.02,0.0468414710485133,0.22,0.52,0.001,0.01,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,380,120,NA,NA,NA,285,NA,NA,NA,NA,NA,30,NA,NA
53,3.17,3.18,0.01,0.02,0.0468414710485133,0.22,1.12,0.001,0.01,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,120,NA,NA,NA,360,NA,NA,NA,NA,NA,30,NA,NA
53,3.17,3.18,0.01,0.02,0.0468414710485133,0.22,1.12,0.001,0.01,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,340,120,NA,NA,NA,320,NA,NA,NA,NA,NA,30,NA,NA
53,3.17,3.18,0.01,0.02,0.0468414710485133,0.22,1.12,0.001,0.01,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,380,120,NA,NA,NA,290,NA,NA,NA,NA,NA,30,NA,NA
54,3.4,2.41,0.017,0.015,0.064,0.15,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,400,120,585,480,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
54,3.4,2.41,0.017,0.015,0.064,0.15,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,385,120,701,636,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
54,3.4,2.41,0.017,0.015,0.064,0.15,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,371,120,1062,861,10.5,NA,NA,NA,NA,NA,NA,30,NA,NA
54,3.4,2.41,0.017,0.015,0.064,0.15,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,357,120,1105,946,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
54,3.4,2.41,0.017,0.015,0.064,0.15,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,343,120,1185,989,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
54,3.4,2.41,0.017,0.015,0.064,0.15,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,330,120,1277,1081,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
54,3.4,2.41,0.017,0.015,0.064,0.15,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,316,120,1326,1154,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
54,3.4,2.41,0.017,0.015,0.064,0.15,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,927,120,288,120,1470,1302,3.1,NA,NA,NA,NA,NA,NA,30,NA,NA
