"Nr.zrodla","C","Si","S","P","Mg","Mn","Ni","Cu","Mo","Cr","Al","Sn","B","V","Wydzielenia.grafitu","Udzial.wydzielen.grafitu","Srednica.sferoidow","Wielkosc.sferoidow","Nodularity","Udzial.perlitu","Udzial.ferrytu","Rm.as.cast","A5.as.cast","Temperatura.austenityzacji","Czas.austenityzacji","Temperatura.przemiany.izotermicznej","Czas.przemiany.izotermicznej","Rm","R0.2","A5","Twardosc.Brinella","Twardosc.Rockwella","Twardosc.Rockwella.1","Twardosc.Vickersa","Udarnosc.Charpy","Temperatura.pomiaru.udarnosci","Udzial.austenitu","Martensite.volume.fraction.X","Retained.austenite.volume.fraction.X"
137,3.9,2.7,0.09,0.02,0.0468414710485133,0.2,0,1.5,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,705.7,NA,900,60,270,60,1222.4,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.9,2.7,0.09,0.02,0.0468414710485133,0.2,0,1.5,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,705.7,NA,900,60,370,60,911.6,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.6,2.7,0.08,0.02,0.0468414710485133,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,495.3,NA,900,60,270,60,938.8,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.6,2.7,0.08,0.02,0.0468414710485133,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,495.3,NA,900,60,370,60,698,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.7,2.8,0.09,0.02,0.0468414710485133,0.2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,552.4,NA,900,60,270,60,970.5,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.7,2.8,0.09,0.02,0.0468414710485133,0.2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,552.4,NA,900,60,370,60,721.18,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.7,2.7,0.08,0.02,0.0468414710485133,0.2,2,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,575.3,NA,900,60,270,60,979.7,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.7,2.7,0.08,0.02,0.0468414710485133,0.2,2,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,575.3,NA,900,60,370,60,732.8,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.8,2.7,0.08,0.02,0.0468414710485133,0.2,3,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,628.2,NA,900,60,270,60,1082.5,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.8,2.7,0.08,0.02,0.0468414710485133,0.2,3,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,628.2,NA,900,60,370,60,917.7,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.8,2.9,0.07,0.03,0.0468414710485133,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,495.3,NA,900,60,270,60,938.8,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.8,2.9,0.07,0.03,0.0468414710485133,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,495.3,NA,900,60,370,60,698,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.7,2.7,0.09,0.02,0.0468414710485133,0.1,1,0.5,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,544,NA,900,60,270,60,1034.3,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.7,2.7,0.09,0.02,0.0468414710485133,0.1,1,0.5,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,544,NA,900,60,370,60,715.7,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.6,2.8,0.08,0.02,0.0468414710485133,0.1,2,1,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,552.7,NA,900,60,270,60,1055.3,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.6,2.8,0.08,0.02,0.0468414710485133,0.1,2,1,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,552.7,NA,900,60,370,60,738.7,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.8,2.9,0.08,0.02,0.0468414710485133,0.2,3,1.5,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,576.8,NA,900,60,270,60,1164.1,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.8,2.9,0.08,0.02,0.0468414710485133,0.2,3,1.5,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,576.8,NA,900,60,370,60,787.3,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.71,2.45,0.008,0.016,0.064,0.111,0.029,0.016,0.002,0.027,0.019,0.001,0,0.008,377,NA,NA,NA,81,NA,NA,537.21,NA,900,60,270,60,1359.19,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.71,2.45,0.008,0.016,0.064,0.111,0.029,0.016,0.002,0.027,0.019,0.001,0,0.008,377,NA,NA,NA,81,NA,NA,537.21,NA,900,60,370,60,901.82,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.45,2.75,0.006,0.022,0.07,0.105,0.028,0.015,0.001,0.028,0.018,0.001,0,0.008,444,NA,NA,NA,83,NA,NA,562.7,NA,900,60,270,60,1454.69,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.45,2.75,0.006,0.022,0.07,0.105,0.028,0.015,0.001,0.028,0.018,0.001,0,0.008,444,NA,NA,NA,83,NA,NA,562.7,NA,900,60,370,60,974.68,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.4,2.63,0.008,0.021,0.058,0.107,0.029,0.016,0.001,0.026,0.017,0.001,0,0.007,448,NA,NA,NA,81,NA,NA,594.85,NA,900,60,270,60,1542.13,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.4,2.63,0.008,0.021,0.058,0.107,0.029,0.016,0.001,0.026,0.017,0.001,0,0.007,448,NA,NA,NA,81,NA,NA,594.85,NA,900,60,370,60,978.23,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.41,2.68,0.008,0.022,0.06,0.106,0.029,0.015,0.001,0.028,0.016,0.001,0,0.008,467,NA,NA,NA,82,NA,NA,597.31,NA,900,60,270,60,1547.14,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.41,2.68,0.008,0.022,0.06,0.106,0.029,0.015,0.001,0.028,0.016,0.001,0,0.008,467,NA,NA,NA,82,NA,NA,597.31,NA,900,60,370,60,992.8,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.5,2.5,0.05,0.005,0.05,0.260925106990014,0.019,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,696.4,4,900,60,270,30,968.9,NA,1.2,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.5,2.5,0.05,0.005,0.05,0.260925106990014,0.019,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,696.4,4,900,60,270,60,1360.9,NA,1.3,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.5,2.5,0.05,0.005,0.05,0.260925106990014,0.019,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,696.4,4,900,60,270,90,1312.3,NA,1.2,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.5,2.5,0.05,0.005,0.05,0.260925106990014,0.019,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,696.4,4,900,60,370,30,811.8,NA,2.5,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.5,2.5,0.05,0.005,0.05,0.260925106990014,0.019,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,696.4,4,900,60,370,60,925.2,NA,2.7,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.5,2.5,0.05,0.005,0.05,0.260925106990014,0.019,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,696.4,4,900,60,370,90,817.5,NA,2.6,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.5,2.5,0.05,0.005,0.05,0.260925106990014,0.019,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,696.4,4,850,60,270,60,1142.47,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.5,2.5,0.05,0.005,0.05,0.260925106990014,0.019,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,696.4,4,900,60,270,60,1313.32,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.5,2.5,0.05,0.005,0.05,0.260925106990014,0.019,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,696.4,4,925,60,270,60,1205.95,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.5,2.5,0.05,0.005,0.05,0.260925106990014,0.019,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,696.4,4,850,60,370,60,991.19,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.5,2.5,0.05,0.005,0.05,0.260925106990014,0.019,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,696.4,4,900,60,370,60,1117.84,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
137,3.5,2.5,0.05,0.005,0.05,0.260925106990014,0.019,0,0,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,696.4,4,925,60,370,60,1010.46,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
138,3.56283136710618,2.57719639139486,0.01,0.02,0.0468414710485133,0.260925106990014,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
139,3.48,2.7,0.001,0.033,0.03,0.07,0.06,0.02,0,0.03,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,250,120,1242,1483,1.2,453,NA,NA,NA,NA,NA,30,10.5,NA
139,3.48,2.7,0.001,0.033,0.03,0.07,0.06,0.02,0,0.03,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,300,120,1165,1380,2.4,427,NA,NA,NA,NA,NA,30,18,NA
139,3.48,2.7,0.001,0.033,0.03,0.07,0.06,0.02,0,0.03,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,120,939,1082,5.1,362,NA,NA,NA,NA,NA,30,21.2,NA
139,3.48,2.7,0.001,0.033,0.03,0.07,0.06,0.02,0,0.03,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,400,120,806,1010,6.2,331,NA,NA,NA,NA,NA,30,36.6,NA
139,3.48,2.7,0.001,0.033,0.03,0.07,0.06,0.02,0,0.03,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,450,120,717,952,7,324,NA,NA,NA,NA,NA,30,39.2,NA
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,280,15,NA,NA,NA,NA,NA,NA,625,NA,NA,30,0,0
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,280,30,NA,NA,NA,NA,NA,NA,440,NA,NA,30,0,0
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,280,60,NA,NA,NA,NA,NA,NA,425,NA,NA,30,0,7
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,280,90,NA,NA,NA,NA,NA,NA,435,NA,NA,30,0,9
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,280,120,NA,NA,NA,NA,NA,NA,425,NA,NA,30,0,9.5
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,400,15,880,NA,NA,NA,NA,NA,410,NA,NA,30,15,17
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,400,30,725,NA,NA,NA,NA,NA,345,NA,NA,30,0.001,20
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,400,60,690,NA,NA,NA,NA,NA,285,NA,NA,30,NA,27
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,400,90,650,NA,NA,NA,NA,NA,275,NA,NA,30,NA,37
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,400,120,NA,NA,NA,NA,NA,NA,290,NA,NA,30,NA,36
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,1050,60,280,15,1025,NA,NA,NA,NA,NA,485,NA,NA,30,20,15
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,1050,60,280,30,780,NA,NA,NA,NA,NA,410,NA,NA,30,18,30
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,1050,60,280,60,725,NA,NA,NA,NA,NA,385,NA,NA,30,0.001,40
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,1050,60,280,90,700,NA,NA,NA,NA,NA,320,NA,NA,30,NA,45
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,1050,60,280,120,NA,NA,NA,NA,NA,NA,385,NA,NA,30,NA,51
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,1050,60,400,15,800,NA,NA,NA,NA,NA,315,NA,NA,30,35,9
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,1050,60,400,30,650,NA,NA,NA,NA,NA,280,NA,NA,30,0.001,16
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,1050,60,400,60,525,NA,NA,NA,NA,NA,285,NA,NA,30,NA,19
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,1050,60,400,90,550,NA,NA,NA,NA,NA,275,NA,NA,30,NA,22
140,3.75,2.29,0.014,0.34,0.04,0.374,1.41,0,0.32,0,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,1050,60,400,120,NA,NA,NA,NA,NA,NA,310,NA,NA,30,NA,29
141,3.52,2.39,0.012,0.012,0.03,0.51,0,0.89,0.042,0.038,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,875,NA,300,NA,1208,1070,6,NA,42,NA,NA,NA,NA,30,NA,NA
142,3.6,2.5,0.014,0.01,0.066,0.28,0,0.45,0,0.04,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,60,NA,NA,NA,NA,NA,NA,NA,85,21,30,NA,13
142,3.6,2.5,0.014,0.01,0.066,0.28,0,0.45,0,0.04,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,120,NA,NA,NA,NA,NA,NA,NA,110,21,30,NA,17
142,3.6,2.5,0.014,0.01,0.066,0.28,0,0.45,0,0.04,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,180,NA,NA,NA,NA,NA,NA,NA,108.5,21,30,NA,16.5
142,3.6,2.5,0.014,0.01,0.066,0.28,0,0.45,0,0.04,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,240,NA,NA,NA,NA,NA,NA,NA,100,21,30,NA,12.5
142,3.6,2.5,0.014,0.01,0.066,0.28,0,0.45,0,0.04,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,360,NA,NA,NA,NA,NA,NA,NA,90,21,30,NA,9
142,3.07,2.15,0.014,0.01,0.066,0.26,1.5,1.6,0,0.04,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,60,NA,NA,NA,NA,NA,NA,NA,41,21,30,NA,7
142,3.07,2.15,0.014,0.01,0.066,0.26,1.5,1.6,0,0.04,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,120,NA,NA,NA,NA,NA,NA,NA,119,21,30,NA,14
142,3.07,2.15,0.014,0.01,0.066,0.26,1.5,1.6,0,0.04,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,180,NA,NA,NA,NA,NA,NA,NA,121,21,30,NA,19
142,3.07,2.15,0.014,0.01,0.066,0.26,1.5,1.6,0,0.04,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,240,NA,NA,NA,NA,NA,NA,NA,105,21,30,NA,16
142,3.07,2.15,0.014,0.01,0.066,0.26,1.5,1.6,0,0.04,0,0,0,0,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,350,360,NA,NA,NA,NA,NA,NA,NA,50,21,30,NA,8.2
143,3.69,2.6,0.005,0.016,0.064,0.36,0.001,0.29,0.001,0.001,0.001,0.001,0.001,0.001,300,NA,NA,NA,90,NA,NA,NA,NA,900,30,350,10,1000,875,1.5,NA,NA,NA,380,40,21,30,NA,20.5
143,3.69,2.6,0.005,0.016,0.064,0.36,0.001,0.29,0.001,0.001,0.001,0.001,0.001,0.001,180,NA,NA,NA,90,NA,NA,NA,NA,900,30,350,10,970,840,2,NA,NA,NA,370,50,21,30,NA,22
143,3.69,2.6,0.005,0.016,0.064,0.36,0.001,0.29,0.001,0.001,0.001,0.001,0.001,0.001,165,NA,NA,NA,90,NA,NA,NA,NA,900,30,350,10,960,805,3,NA,NA,NA,360,85,21,30,NA,24
143,3.69,2.6,0.005,0.016,0.064,0.36,0.001,0.29,0.001,0.001,0.001,0.001,0.001,0.001,115,NA,NA,NA,90,NA,NA,NA,NA,900,30,350,10,950,810,4.5,NA,NA,NA,330,95,21,30,NA,25
143,3.69,2.6,0.005,0.016,0.064,0.36,0.001,0.29,0.001,0.001,0.001,0.001,0.001,0.001,300,NA,NA,NA,90,NA,NA,NA,NA,900,30,400,30,830,700,1.5,NA,NA,NA,340,90,21,30,NA,21
143,3.69,2.6,0.005,0.016,0.064,0.36,0.001,0.29,0.001,0.001,0.001,0.001,0.001,0.001,180,NA,NA,NA,90,NA,NA,NA,NA,900,30,400,30,810,675,4.5,NA,NA,NA,330,100,21,30,NA,24
143,3.69,2.6,0.005,0.016,0.064,0.36,0.001,0.29,0.001,0.001,0.001,0.001,0.001,0.001,165,NA,NA,NA,90,NA,NA,NA,NA,900,30,400,30,805,680,5,NA,NA,NA,320,110,21,30,NA,28
143,3.69,2.6,0.005,0.016,0.064,0.36,0.001,0.29,0.001,0.001,0.001,0.001,0.001,0.001,115,NA,NA,NA,90,NA,NA,NA,NA,900,30,400,30,800,670,6,NA,NA,NA,309,120,21,30,NA,31
144,3.75,2.55,0.08,0.03,0.07,0.19,1.42,0.62,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,89,11,NA,NA,900,120,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA
144,3.75,2.55,0.08,0.03,0.07,0.19,1.42,0.62,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,89,11,NA,NA,900,120,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA
144,3.75,2.55,0.08,0.03,0.07,0.19,1.42,0.62,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,89,11,NA,NA,900,120,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA
145,3.56283136710618,2.57719639139486,0.01,0.02,0.0468414710485133,0.260925106990014,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA
146,3.72,1.95,0.0093,0.0283,0.0468414710485133,0.198,0.015,0.58,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,400,60,NA,NA,NA,NA,43.6,NA,NA,NA,NA,30,NA,NA
146,3.72,1.95,0.0093,0.0283,0.0468414710485133,0.198,0.015,0.58,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,400,120,NA,NA,NA,NA,47.4,NA,NA,NA,NA,30,NA,NA
146,3.72,1.95,0.0093,0.0283,0.0468414710485133,0.198,0.015,0.58,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,350,120,NA,NA,NA,NA,46.15,NA,NA,NA,NA,30,NA,NA
146,3.72,1.95,0.0093,0.0283,0.0468414710485133,0.198,0.015,0.58,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,350,60,NA,NA,NA,NA,44.3,NA,NA,NA,NA,30,NA,NA
146,3.72,1.95,0.0093,0.0283,0.0468414710485133,0.198,0.015,0.58,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,300,60,NA,NA,NA,NA,51.1,NA,NA,NA,NA,30,NA,NA
146,3.72,1.95,0.0093,0.0283,0.0468414710485133,0.198,0.015,0.58,0.001,0.001,0.001,0.001,0.001,0.001,NA,NA,NA,NA,90,NA,NA,NA,NA,900,NA,300,120,NA,NA,NA,NA,40,NA,NA,NA,NA,30,NA,NA
147,3.48,2.03,0.01,0.02,0.0468414710485133,0.22,0.016,0.6,0.03,0.05,0.02,0.008,0,0.012,NA,NA,NA,NA,90,NA,NA,NA,NA,850,60,330,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA
147,3.48,2.03,0.01,0.02,0.0468414710485133,0.22,0.016,0.6,0.03,0.05,0.02,0.008,0,0.012,NA,NA,NA,NA,90,NA,NA,NA,NA,850,90,330,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA
147,3.48,2.03,0.01,0.02,0.0468414710485133,0.22,0.016,0.6,0.03,0.05,0.02,0.008,0,0.012,NA,NA,NA,NA,90,NA,NA,NA,NA,850,120,330,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA
147,3.48,2.03,0.01,0.02,0.0468414710485133,0.22,0.016,0.6,0.03,0.05,0.02,0.008,0,0.012,NA,NA,NA,NA,90,NA,NA,NA,NA,900,60,330,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA
147,3.48,2.03,0.01,0.02,0.0468414710485133,0.22,0.016,0.6,0.03,0.05,0.02,0.008,0,0.012,NA,NA,NA,NA,90,NA,NA,NA,NA,900,90,330,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA
147,3.48,2.03,0.01,0.02,0.0468414710485133,0.22,0.016,0.6,0.03,0.05,0.02,0.008,0,0.012,NA,NA,NA,NA,90,NA,NA,NA,NA,900,120,330,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA
148,3.64,2.49,0.014,0.014,0.0468414710485133,0.3,0,0.46,0,0,0,0,0,0,70,13,47.5,NA,90,90,10,NA,NA,900,120,300,60,1427,1315,1.4,NA,NA,NA,6.8,52.6,21,30,NA,6.5
148,3.64,2.49,0.014,0.014,0.0468414710485133,0.3,0,0.46,0,0,0,0,0,0,70,13,47.5,NA,90,90,10,NA,NA,900,120,300,120,1428,1346,3.4,NA,NA,NA,7.1,59.7,21,30,NA,7
148,3.64,2.49,0.014,0.014,0.0468414710485133,0.3,0,0.46,0,0,0,0,0,0,70,13,47.5,NA,90,90,10,NA,NA,900,120,300,180,1445,1342,3.7,NA,NA,NA,11,76.9,21,30,NA,11.5
148,3.64,2.49,0.014,0.014,0.0468414710485133,0.3,0,0.46,0,0,0,0,0,0,70,13,47.5,NA,90,90,10,NA,NA,900,120,300,240,1481,1391,3.1,NA,NA,NA,8.7,71.6,21,30,NA,8.5
148,3.64,2.49,0.014,0.014,0.0468414710485133,0.3,0,0.46,0,0,0,0,0,0,70,13,47.5,NA,90,90,10,NA,NA,900,120,300,360,1412,1345,2.7,NA,NA,NA,8.7,2.7,21,30,NA,8.5
148,3.64,2.49,0.014,0.014,0.0468414710485133,0.3,0,0.46,0,0,0,0,0,0,70,13,47.5,NA,90,90,10,NA,NA,900,120,350,60,1158,1026,4.7,NA,NA,NA,13.9,85.6,21,30,NA,14
148,3.64,2.49,0.014,0.014,0.0468414710485133,0.3,0,0.46,0,0,0,0,0,0,70,13,47.5,NA,90,90,10,NA,NA,900,120,350,120,1112,998,7.9,NA,NA,NA,16.6,106.1,21,30,NA,16
148,3.64,2.49,0.014,0.014,0.0468414710485133,0.3,0,0.46,0,0,0,0,0,0,70,13,47.5,NA,90,90,10,NA,NA,900,120,350,180,1109,993,7.1,NA,NA,NA,16.4,105.1,21,30,NA,16
148,3.64,2.49,0.014,0.014,0.0468414710485133,0.3,0,0.46,0,0,0,0,0,0,70,13,47.5,NA,90,90,10,NA,NA,900,120,350,240,1205,1121,5.9,NA,NA,NA,12.3,100.8,21,30,NA,12.5
148,3.64,2.49,0.014,0.014,0.0468414710485133,0.3,0,0.46,0,0,0,0,0,0,70,13,47.5,NA,90,90,10,NA,NA,900,120,350,360,1160,1066,5.3,NA,NA,NA,11.8,91.6,21,30,NA,11.5
148,3.64,2.49,0.014,0.014,0.0468414710485133,0.3,0,0.46,0,0,0,0,0,0,70,13,47.5,NA,90,90,10,NA,NA,900,120,400,60,977,760,6.3,NA,NA,NA,14.9,86.3,21,30,NA,15
148,3.64,2.49,0.014,0.014,0.0468414710485133,0.3,0,0.46,0,0,0,0,0,0,70,13,47.5,NA,90,90,10,NA,NA,900,120,400,120,984,834,7.1,NA,NA,NA,15.5,89.4,21,30,NA,16
148,3.64,2.49,0.014,0.014,0.0468414710485133,0.3,0,0.46,0,0,0,0,0,0,70,13,47.5,NA,90,90,10,NA,NA,900,120,400,180,987,820,6.2,NA,NA,NA,13.7,56.5,21,30,NA,10
148,3.64,2.49,0.014,0.014,0.0468414710485133,0.3,0,0.46,0,0,0,0,0,0,70,13,47.5,NA,90,90,10,NA,NA,900,120,400,240,1007,804,4.5,NA,NA,NA,0,23,21,30,NA,0
148,3.64,2.49,0.014,0.014,0.0468414710485133,0.3,0,0.46,0,0,0,0,0,0,70,13,47.5,NA,90,90,10,NA,NA,900,120,400,360,1019,884,2,NA,NA,NA,0,20.4,21,30,NA,0
